0	1	label	predict
-1.6500	0.5700	2	2
-0.7600	-0.4000	2	2
0.7800	0.9400	1	1
0.5900	0.7100	1	1
-0.3200	-0.4200	2	2
1.6200	0.2000	1	1
-1.3300	0.2800	2	2
-1.4900	0.5100	2	2
1.5900	0.0300	1	1
-0.9400	0.1900	2	2
0.8900	0.7100	1	1
-0.7400	0.5600	2	2
-1.3000	0.8600	2	2
1.3900	-0.5800	1	1
0.1500	0.5000	1	1
1.4600	0.3200	1	1
1.4300	0.0700	1	1
-0.7500	0.8800	2	2
1.5400	0.4800	1	1
0.9400	-0.9800	1	1
1.6300	-0.3700	1	1
-0.6700	-0.6400	2	2
0.4000	-0.3700	1	1
-1.6400	0.1500	2	2
0.4800	0.5400	1	1
0.6600	-0.7600	1	1
1.3200	-0.5800	1	1
1.8900	0.3300	1	1
-1.2100	-0.7200	2	2
0.8400	0.7700	1	1
1.0700	-0.5600	1	1
0.5200	-0.1400	1	1
-1.0000	-0.3700	2	2
-1.6500	-0.2300	2	2
0.9400	-0.8500	1	1
-1.7100	0.3700	2	2
-1.7600	-0.1800	2	2
-1.6000	-0.5000	2	2
0.9000	0.8000	1	1
-0.3100	-0.6500	2	2
1.3300	-0.1900	1	1
-1.2800	-0.1500	2	2
-0.2400	0.3900	2	2
0.8000	-0.2700	1	1
-1.3500	0.3700	2	2
-0.9300	-0.5600	2	2
1.0000	0.5100	1	1
-0.2500	-0.5000	2	2
-1.1300	0.3500	2	2
-1.7400	-0.3300	2	2
-0.9000	-0.4100	2	2
0.7200	0.7500	1	1
-1.1900	0.6200	2	2
0.2900	-0.5900	1	1
1.0200	0.6400	1	1
-1.7800	0.3300	2	2
0.3500	0.7600	1	1
-1.1500	0.9400	2	2
0.9700	-0.7900	1	1
-1.6200	0.2200	2	2
-0.9500	-0.4300	2	2
-0.4900	0.6000	2	2
-1.0400	0.6300	2	2
-0.7700	0.5000	2	2
1.6000	-0.4700	1	1
-1.1100	0.3300	2	2
0.0500	-0.0500	1	1
-0.9200	0.8900	2	2
-0.1200	-0.3900	2	2
-1.1400	0.6200	2	2
0.5800	0.0900	1	1
-0.6400	0.9000	2	2
1.4200	0.5900	1	1
0.6000	0.0200	1	1
-0.2400	0.7000	2	2
0.8500	0.7300	1	1
-0.2900	0.7200	2	2
-0.3000	0.6200	2	2
-1.1600	0.8700	2	2
0.4100	-0.3300	1	1
-1.7100	-0.5000	2	2
-0.7600	0.9300	2	2
-0.0500	0.1700	2	2
-0.1800	-0.4000	2	2
1.2100	-0.6100	1	1
-1.6100	-0.0600	2	2
1.6700	-0.0700	1	1
-1.8100	0.3500	2	2
-1.2300	-0.9200	2	2
-1.5500	-0.0800	2	2
1.1900	-0.6500	1	1
1.4300	0.7500	1	1
0.6500	-0.8200	1	1
1.0000	-0.2800	1	1
1.2000	-0.6000	1	1
1.1900	0.0100	1	1
-1.3200	0.0200	2	2
-1.6900	0.4000	2	2
1.0100	-0.7100	1	1
1.0400	0.3800	1	1
1.5100	-0.8200	1	1
-0.2900	0.4800	2	2
-0.5200	0.5700	2	2
-0.6000	-0.2100	2	2
1.5000	0.0600	1	1
0.2400	-0.3400	1	1
-0.2900	0.3400	2	2
-0.7000	-0.0700	2	2
0.9900	0.9900	1	1
1.3100	0.4900	1	1
-1.6300	-0.0600	2	2
-0.1800	0.4600	2	2
1.2500	-0.3700	1	1
1.6600	0.6800	1	1
-0.4400	0.5500	2	2
-0.9700	0.5500	2	2
1.4100	0.3700	1	1
-1.3100	-0.0600	2	2
-1.0500	0.6600	2	2
1.2100	-0.5900	1	1
0.5800	0.7100	1	1
0.7500	0.0400	1	1
1.4400	-0.0100	1	1
-1.6600	0.0600	2	2
-1.0200	0.0400	2	2
-0.3500	-0.1700	2	2
-0.0900	0.2100	2	2
-0.7000	-0.4200	2	2
1.2000	-0.3700	1	1
1.5400	0.7000	1	1
